Numero pendiente,latitude,longitude,fecha,anomalia,fecha_redondeada,pos_promedio_lat,pos_promedio_lon,distancia_a_promedio
1,42.22246845299396,-7.750104336438569,2024-02-28 17:52:03.996158,False,2024-02-28 17:52:00,42.22214068249282,-7.749316083197006,0.07444087899788573
1,42.22241710846805,-7.750170591973151,2024-02-28 17:57:03.996158,False,2024-02-28 17:57:00,42.2223509548872,-7.749338460730505,0.0689151608763762
1,42.22283755653893,-7.748940744504954,2024-02-28 18:02:03.996158,False,2024-02-28 18:02:00,42.221975639574076,-7.749227564728473,0.09870800788380209
1,42.222504152078855,-7.748455959573929,2024-02-28 18:07:03.996158,False,2024-02-28 18:07:00,42.22225910656422,-7.749106444558458,0.06009602994257968
1,42.22202691218138,-7.749427790398088,2024-02-28 18:12:03.996158,False,2024-02-28 18:12:00,42.22202276364676,-7.749259044681194,0.013903020058045015
1,42.22281506147314,-7.749003497157018,2024-02-28 18:17:03.996158,False,2024-02-28 18:17:00,42.2224134093913,-7.749606006937136,0.06675428724198565
1,42.22219707117217,-7.750573262804724,2024-02-28 18:22:03.996158,False,2024-02-28 18:22:00,42.222342375575,-7.749671816780886,0.07596735026259337
1,42.22144350979662,-7.749604796762165,2024-02-28 18:27:03.996158,False,2024-02-28 18:27:00,42.22245097650648,-7.749572813942036,0.11205613994078406
1,42.2226698650163,-7.748633803168056,2024-02-28 18:32:03.996158,False,2024-02-28 18:32:00,42.22223844409462,-7.74938255812368,0.07811999367327804
1,42.22241027106447,-7.748487678376387,2024-02-28 18:37:03.996158,False,2024-02-28 18:37:00,42.22201803475658,-7.7499044747724115,0.12455174137644177
1,42.22264990479516,-7.748543207931841,2024-02-28 18:42:03.996158,False,2024-02-28 18:42:00,42.22236330800619,-7.749091598865688,0.055269542612363866
1,42.22234757608161,-7.749510928698005,2024-02-28 18:47:03.996158,False,2024-02-28 18:47:00,42.22179688732697,-7.7487233063386265,0.08919624768342403
1,42.222068795530944,-7.748861605215458,2024-02-28 18:52:03.996158,False,2024-02-28 18:52:00,42.222032209763064,-7.748998273599003,0.01196667502066593
1,42.221356259911616,-7.749473581806066,2024-02-28 18:57:03.996158,False,2024-02-28 18:57:00,42.222062186469024,-7.749226860581089,0.08108199807356346
1,42.22208930841073,-7.749275591875065,2024-02-28 19:02:03.996158,False,2024-02-28 19:02:00,42.22218408395999,-7.749312545207707,0.01096907441128249
1,42.22233972416158,-7.748566874329344,2024-02-28 19:07:03.996158,False,2024-02-28 19:07:00,42.22210764039513,-7.749010172070978,0.04470417823634384
1,42.22262555426163,-7.748689085075108,2024-02-28 19:12:03.996158,False,2024-02-28 19:12:00,42.222253106221885,-7.749309445177957,0.06576200791409717
1,42.22250369430402,-7.7495514418220734,2024-02-28 19:17:03.996158,False,2024-02-28 19:17:00,42.22215374695635,-7.748630265157203,0.08525250766551738
1,42.22227785093062,-7.749000192889504,2024-02-28 19:22:03.996158,False,2024-02-28 19:22:00,42.22217878708534,-7.749198549747081,0.019700934586288032
1,42.22266663373997,-7.749547878093578,2024-02-28 19:27:03.996158,False,2024-02-28 19:27:00,42.22222397703868,-7.749107224374567,0.061150255739878305
1,42.22180585018469,-7.748892085643562,2024-02-28 19:32:03.996158,False,2024-02-28 19:32:00,42.22206961685319,-7.749098830339239,0.03391240414181298
1,42.22182305776538,-7.749341523362205,2024-02-28 19:37:03.996158,False,2024-02-28 19:37:00,42.22190358724176,-7.749378930666964,0.0094694689498338
1,42.22240295827981,-7.748688648577016,2024-02-28 19:42:03.996158,False,2024-02-28 19:42:00,42.222222675165604,-7.749502854582207,0.06997829456853318
1,42.221752533626784,-7.749076134364749,2024-02-28 19:47:03.996158,False,2024-02-28 19:47:00,42.222124308838794,-7.749019353078546,0.041603094932231466
1,42.22170523951047,-7.748812079078807,2024-02-28 19:52:03.996158,False,2024-02-28 19:52:00,42.22230599090628,-7.749022034500641,0.06900152039652657
1,42.2222766604296,-7.74970980347392,2024-02-28 19:57:03.996158,False,2024-02-28 19:57:00,42.22237673580274,-7.749178400747234,0.045150912176728064
1,42.22158426886234,-7.74905374371922,2024-02-28 20:02:03.996158,False,2024-02-28 20:02:00,42.22219922412552,-7.74924410840876,0.07015366193754217
1,42.22230621960895,-7.749204318623823,2024-02-28 20:07:03.996158,False,2024-02-28 20:07:00,42.22238576788587,-7.749295602036365,0.011607806238209022
1,42.22223820597819,-7.749579709097137,2024-02-28 20:12:03.996158,False,2024-02-28 20:12:00,42.22248552056699,-7.749425959733447,0.030274466553008295
1,42.222453655177496,-7.748670471314949,2024-02-28 20:17:03.996158,False,2024-02-28 20:17:00,42.22221025176535,-7.749610618344339,0.0820107760597404
1,42.22272412363583,-7.748459689127489,2024-02-28 20:22:03.996158,False,2024-02-28 20:22:00,42.22240402106281,-7.749262192805244,0.07505794258451101
1,42.22228485605986,-7.748754163338038,2024-02-28 20:27:03.996158,False,2024-02-28 20:27:00,42.22226495776842,-7.749401893586041,0.05338300534068333
1,42.22209616551336,-7.748729934152879,2024-02-28 20:32:03.996158,False,2024-02-28 20:32:00,42.2223800677268,-7.749197661467976,0.04979924446870453
1,42.22247934565279,-7.748703831566257,2024-02-28 20:37:03.996158,False,2024-02-28 20:37:00,42.22216303752231,-7.749072751825098,0.04647492521557559
1,42.22254323019663,-7.749132991247014,2024-02-28 20:42:03.996158,False,2024-02-28 20:42:00,42.22215941689944,-7.749233908793967,0.043479601946555826
1,42.22273756402798,-7.749369152175735,2024-02-28 20:47:03.996158,False,2024-02-28 20:47:00,42.22217229970407,-7.749183284651882,0.06469110539420646
1,42.22209826097811,-7.748745788828264,2024-02-28 20:52:03.996158,False,2024-02-28 20:52:00,42.22223924205559,-7.749215694329266,0.041749204058105005
1,42.22192986189922,-7.749382919524385,2024-02-28 20:57:03.996158,False,2024-02-28 20:57:00,42.22212183665446,-7.749502130170287,0.02349552810964034
1,42.221709476365696,-7.749375731238099,2024-02-28 21:02:03.996158,False,2024-02-28 21:02:00,42.222475154037454,-7.749251550773542,0.0857513455792987
1,42.222150987472006,-7.750405291267778,2024-02-28 21:07:03.996158,False,2024-02-28 21:07:00,42.22239421726034,-7.7496840520585515,0.06525854922232864
1,42.22225960195162,-7.749345561976082,2024-02-28 21:12:03.996158,False,2024-02-28 21:12:00,42.22216669356669,-7.7491983088961085,0.015929737212899545
1,42.22241639406523,-7.750079986156926,2024-02-28 21:17:03.996158,False,2024-02-28 21:17:00,42.22159235668172,-7.749728016137762,0.09610330755461603
1,42.22241058969642,-7.749298811646196,2024-02-28 21:22:03.996158,False,2024-02-28 21:22:00,42.222159173070764,-7.749382648745747,0.028796022638894598
1,42.22266884349652,-7.748700383649397,2024-02-28 21:27:03.996158,False,2024-02-28 21:27:00,42.22261200167207,-7.749330714937963,0.0522875389771042
1,42.22213567906669,-7.748672511146067,2024-02-28 21:32:03.996158,False,2024-02-28 21:32:00,42.222282428730544,-7.749186642186107,0.04537188109402484
1,42.2224720907985,-7.749023345314272,2024-02-28 21:37:03.996158,False,2024-02-28 21:37:00,42.22205111142729,-7.749305958694325,0.05227638761813068
1,42.22183352095506,-7.74945670756558,2024-02-28 21:42:03.996158,False,2024-02-28 21:42:00,42.22203981501715,-7.749474566356947,0.02298594351534949
1,42.22163154124869,-7.749310763091296,2024-02-28 21:47:03.996158,False,2024-02-28 21:47:00,42.222176782577975,-7.749131653692834,0.062396231060351415
1,42.22180715736098,-7.749247721837186,2024-02-28 21:52:03.996158,False,2024-02-28 21:52:00,42.22211366785537,-7.749307652918465,0.03443784721472699
1,42.22261428359887,-7.748442184669496,2024-02-28 21:57:03.996158,False,2024-02-28 21:57:00,42.222194750749885,-7.748987047276466,0.06472412811813408
1,42.22209655341752,-7.749445425004174,2024-02-28 22:02:03.996158,False,2024-02-28 22:02:00,42.22200418195008,-7.74914513652668,0.026775639882981792
1,42.22156366318044,-7.749311349507496,2024-02-28 22:07:03.996158,False,2024-02-28 22:07:00,42.221997046990616,-7.749310649475171,0.04819011545866849
1,42.22257625379562,-7.748977331010498,2024-02-28 22:12:03.996158,False,2024-02-28 22:12:00,42.22210394034992,-7.749449418049445,0.06534067412484582
1,42.22246389688757,-7.749451252981989,2024-02-28 22:17:03.996158,False,2024-02-28 22:17:00,42.22215312126112,-7.749284236532254,0.03719282316728291
1,42.22259823735782,-7.749362976264183,2024-02-28 22:22:03.996158,False,2024-02-28 22:22:00,42.22239001578172,-7.749245386171834,0.025096376460392724
1,42.22238051831172,-7.749892937850654,2024-02-28 22:27:03.996158,False,2024-02-28 22:27:00,42.222269608469325,-7.749274686033546,0.052382162207632296
1,42.22289047060074,-7.748753485184031,2024-02-28 22:32:03.996158,False,2024-02-28 22:32:00,42.222107724577,-7.749193752494471,0.0942858718323399
1,42.221262086984176,-7.749377912437808,2024-02-28 22:37:03.996158,False,2024-02-28 22:37:00,42.222133059896315,-7.749066741680355,0.1001801051559554
1,42.222048096171605,-7.7489605519515825,2024-02-28 22:42:03.996158,False,2024-02-28 22:42:00,42.22217716414065,-7.749134347159863,0.020267715147942577
1,42.22210378141807,-7.749490561928902,2024-02-28 22:47:03.996158,False,2024-02-28 22:47:00,42.22202198129636,-7.74930883277217,0.017511950426921337
1,42.221484666082354,-7.749198419531007,2024-02-28 22:52:03.996158,False,2024-02-28 22:52:00,42.22203123386052,-7.749514615397168,0.066118136161594
1,42.22233600907114,-7.749303538655251,2024-02-28 22:57:03.996158,False,2024-02-28 22:57:00,42.2222268091867,-7.749129136701545,0.01880638119337451
1,42.22269051951884,-7.749020077064254,2024-02-28 23:02:03.996158,False,2024-02-28 23:02:00,42.22230305759664,-7.749094832208787,0.043521328648517224
1,42.22219488225867,-7.74888762254183,2024-02-28 23:07:03.996158,False,2024-02-28 23:07:00,42.22202738545511,-7.749613283749724,0.06258978870438706
1,42.22204881463664,-7.7490495655578995,2024-02-28 23:12:03.996158,False,2024-02-28 23:12:00,42.222212985652405,-7.749363262306994,0.0316307004649507
1,42.22257244860984,-7.749737209770937,2024-02-28 23:17:03.996158,False,2024-02-28 23:17:00,42.22227798837507,-7.7494022882383105,0.04280967219854695
1,42.222262420770576,-7.749050240401692,2024-02-28 23:22:03.996158,False,2024-02-28 23:22:00,42.22225439155042,-7.74930455383086,0.02096038373775972
1,42.22158210006421,-7.74951922181344,2024-02-28 23:27:03.996158,False,2024-02-28 23:27:00,42.222978555113606,-7.749428802819848,0.15545711844132973
1,42.22227214546182,-7.749349500963388,2024-02-28 23:32:03.996158,False,2024-02-28 23:32:00,42.22227006954966,-7.749393187701993,0.003604768430838301
1,42.22242900465607,-7.748783535534964,2024-02-28 23:37:03.996158,False,2024-02-28 23:37:00,42.2220476106134,-7.749846456641807,0.09725903516451563
1,42.22175078913244,-7.749270555741942,2024-02-28 23:42:03.996158,False,2024-02-28 23:42:00,42.22199455873583,-7.749296301274246,0.02718872272204245
1,42.22218490170428,-7.749380145317152,2024-02-28 23:47:03.996158,False,2024-02-28 23:47:00,42.22235780106718,-7.74920592404728,0.023988212694607002
1,42.22142937343789,-7.749543913327766,2024-02-28 23:52:03.996158,False,2024-02-28 23:52:00,42.22225331171798,-7.749272692004368,0.09430064265267242
1,42.22139223948675,-7.749145576405291,2024-02-28 23:57:03.996158,False,2024-02-28 23:57:00,42.22205276372494,-7.7493238467662495,0.07489958908741615
1,42.22171202337853,-7.749071667843796,2024-02-29 00:02:03.996158,False,2024-02-29 00:02:00,42.221988677927,-7.749178153985467,0.03198789223132064
2,42.22257464147724,-7.750096582189222,2024-02-28 15:52:04.162172,False,2024-02-28 15:52:00,42.222375639613375,-7.7491548031069595,0.08064544665152534
2,42.22258498230058,-7.748884542326108,2024-02-28 15:57:04.162172,False,2024-02-28 15:57:00,42.22241402024626,-7.749217235649594,0.033345069426218815
2,42.222857055302086,-7.749154826635754,2024-02-28 16:02:04.162172,False,2024-02-28 16:02:00,42.22240694983017,-7.749471466747977,0.05643379459749481
2,42.22253591056164,-7.748892661018955,2024-02-28 16:07:04.162172,False,2024-02-28 16:07:00,42.22228105631999,-7.749649988911738,0.06849863068995032
2,42.221670839548125,-7.748992472215327,2024-02-28 16:12:04.162172,False,2024-02-28 16:12:00,42.222320243661784,-7.749390233245347,0.07929154628801244
2,42.22223254366359,-7.749221521860084,2024-02-28 16:17:04.162172,False,2024-02-28 16:17:00,42.22233774542091,-7.7492708580063185,0.012383269448374186
2,42.22216593784383,-7.749361746145447,2024-02-28 16:22:04.162172,False,2024-02-28 16:22:00,42.22218697955774,-7.749121342533115,0.019933776153873657
2,42.222399499360776,-7.749305980821217,2024-02-28 16:27:04.162172,False,2024-02-28 16:27:00,42.22253442580515,-7.74930720416552,0.015003474265222042
2,42.22269097512996,-7.749049814632027,2024-02-28 16:32:04.162172,False,2024-02-28 16:32:00,42.2223987194516,-7.749157322916495,0.03368156622776147
2,42.2214954906947,-7.749670824932573,2024-02-28 16:37:04.162172,False,2024-02-28 16:37:00,42.22189925724117,-7.749180815253181,0.06036430005519612
2,42.22152388955346,-7.749504230820232,2024-02-28 16:42:04.162172,False,2024-02-28 16:42:00,42.22210912870801,-7.74930047644359,0.06720375903510696
2,42.22228671625129,-7.7492128109008815,2024-02-28 16:47:04.162172,False,2024-02-28 16:47:00,42.22244713627215,-7.74942370273178,0.024895002703981796
2,42.22244103015027,-7.750068548680554,2024-02-28 16:52:04.162172,False,2024-02-28 16:52:00,42.222148182850894,-7.7495825199357995,0.051595612631413275
2,42.22206518569737,-7.750451157037376,2024-02-28 16:57:04.162172,False,2024-02-28 16:57:00,42.22214223728463,-7.749352365766573,0.09088459280044443
2,42.2214093609858,-7.749429626021193,2024-02-28 17:02:04.162172,False,2024-02-28 17:02:00,42.22205500773605,-7.749249928146851,0.07330172820453083
2,42.22243594355896,-7.750485142703499,2024-02-28 17:07:04.162172,False,2024-02-28 17:07:00,42.22215948015764,-7.749565811631658,0.08170568988415912
2,42.22253315457096,-7.749855932695034,2024-02-28 17:12:04.162172,False,2024-02-28 17:12:00,42.22231461635803,-7.7493032061683635,0.05159484946660479
2,42.22249559287485,-7.749659940232847,2024-02-28 17:17:04.162172,False,2024-02-28 17:17:00,42.22213897228292,-7.749399339874582,0.04508837652206954
2,42.22238704660661,-7.74840733208239,2024-02-28 17:22:04.162172,False,2024-02-28 17:22:00,42.22220125761619,-7.74931886036285,0.07785056167350245
2,42.22188158336855,-7.749228047043891,2024-02-28 17:27:04.162172,False,2024-02-28 17:27:00,42.2222529271757,-7.749179372995229,0.04148561731515623
2,42.2224793125493,-7.748939799365575,2024-02-28 17:32:04.162172,False,2024-02-28 17:32:00,42.22216743557189,-7.749138429603487,0.03834273760782091
2,42.222814495400655,-7.748795420020372,2024-02-28 17:37:04.162172,False,2024-02-28 17:37:00,42.22231150747261,-7.749050942517418,0.059756573393617646
2,42.22151968544927,-7.748951839517302,2024-02-28 17:42:04.162172,False,2024-02-28 17:42:00,42.22180748085675,-7.750075839418072,0.09793240895031048
2,42.2224527065792,-7.749529241122648,2024-02-28 17:47:04.162172,False,2024-02-28 17:47:00,42.22226468131069,-7.7494010380043665,0.023421536200961882
2,42.22235255426722,-7.749454026683974,2024-02-28 17:52:04.162172,False,2024-02-28 17:52:00,42.22214068249282,-7.749316083197006,0.026154437066592633
2,42.222657608261166,-7.749944481709779,2024-02-28 17:57:04.162172,False,2024-02-28 17:57:00,42.2223509548872,-7.749338460730505,0.06043959862464886
2,42.22229432092368,-7.749568495225172,2024-02-28 18:02:04.162172,False,2024-02-28 18:02:00,42.221975639574076,-7.749227564728473,0.04520878850402447
2,42.22209165813453,-7.748869810469594,2024-02-28 18:07:04.162172,False,2024-02-28 18:07:00,42.22225910656422,-7.749106444558458,0.026951265666398518
2,42.22196711795078,-7.749052236278955,2024-02-28 18:12:04.162172,False,2024-02-28 18:12:00,42.22202276364676,-7.749259044681194,0.018118890575182667
2,42.222325801457934,-7.750676273768982,2024-02-28 18:17:04.162172,False,2024-02-28 18:17:00,42.2224134093913,-7.749606006937136,0.088667394372144
2,42.22243130611006,-7.749327505301631,2024-02-28 18:22:04.162172,False,2024-02-28 18:22:00,42.222342375575,-7.749671816780886,0.030027156288708313
2,42.22266753830543,-7.7496192377001245,2024-02-28 18:27:04.162172,False,2024-02-28 18:27:00,42.22245097650648,-7.749572813942036,0.02438211005741635
2,42.22259669955958,-7.748987996285729,2024-02-28 18:32:04.162172,False,2024-02-28 18:32:00,42.22223844409462,-7.74938255812368,0.05140546194260891
2,42.22248376646365,-7.750173700567647,2024-02-28 18:37:04.162172,False,2024-02-28 18:37:00,42.22201803475658,-7.7499044747724115,0.056332693075453764
2,42.22216609039975,-7.749653879017368,2024-02-28 18:42:04.162172,False,2024-02-28 18:42:00,42.22236330800619,-7.749091598865688,0.051231528206397
2,42.22249853255847,-7.748944270528777,2024-02-28 18:47:04.162172,False,2024-02-28 18:47:00,42.22179688732697,-7.7487233063386265,0.08011299954960631
2,42.22174937315892,-7.749364576330187,2024-02-28 18:52:04.162172,False,2024-02-28 18:52:00,42.222032209763064,-7.748998273599003,0.043576650813384445
2,42.222127234811786,-7.7488535880362654,2024-02-28 18:57:04.162172,False,2024-02-28 18:57:00,42.222062186469024,-7.749226860581089,0.031576664730712745
2,42.222122734191096,-7.750492467458623,2024-02-28 19:02:04.162172,False,2024-02-28 19:02:00,42.22218408395999,-7.749312545207707,0.09739968293572551
2,42.222170204286,-7.750165485516353,2024-02-28 19:07:04.162172,False,2024-02-28 19:07:00,42.22210764039513,-7.749010172070978,0.09538812982796314
2,42.22244538299936,-7.749759609178083,2024-02-28 19:12:04.162172,False,2024-02-28 19:12:00,42.222253106221885,-7.749309445177957,0.042792421205779696
2,42.22191589836228,-7.749465614608238,2024-02-28 19:17:04.162172,False,2024-02-28 19:17:00,42.22215374695635,-7.748630265157203,0.07369601050883086
2,42.222128023241936,-7.748703139358422,2024-02-28 19:22:04.162172,False,2024-02-28 19:22:00,42.22217878708534,-7.749198549747081,0.041183154983039164
2,42.22238791194277,-7.748734528126555,2024-02-28 19:27:04.162172,False,2024-02-28 19:27:00,42.22222397703868,-7.749107224374567,0.03569501471675106
2,42.22291009353904,-7.748672093452403,2024-02-28 19:32:04.162172,False,2024-02-28 19:32:00,42.22206961685319,-7.749098830339239,0.09984457657532025
2,42.22222386072155,-7.749562628626116,2024-02-28 19:37:04.162172,False,2024-02-28 19:37:00,42.22190358724176,-7.749378930666964,0.03869217627111285
2,42.22214400084619,-7.75048450018586,2024-02-28 19:42:04.162172,False,2024-02-28 19:42:00,42.222222675165604,-7.749502854582207,0.08130540662260176
2,42.22212520254934,-7.749239088483056,2024-02-28 19:47:04.162172,False,2024-02-28 19:47:00,42.222124308838794,-7.749019353078546,0.018094354966414324
2,42.22277758415306,-7.748754441010232,2024-02-28 19:52:04.162172,False,2024-02-28 19:52:00,42.22230599090628,-7.749022034500641,0.05688020632586925
2,42.22191045424282,-7.7488344711207375,2024-02-28 19:57:04.162172,False,2024-02-28 19:57:00,42.22237673580274,-7.749178400747234,0.059078756179317043
2,42.22243735373402,-7.748989496782038,2024-02-28 20:02:04.162172,False,2024-02-28 20:02:00,42.22219922412552,-7.74924410840876,0.033774189225314125
2,42.22274662941054,-7.749019829345145,2024-02-28 20:07:04.162172,False,2024-02-28 20:07:00,42.22238576788587,-7.749295602036365,0.04610597243964635
2,42.22244617211278,-7.748765442630986,2024-02-28 20:12:04.162172,False,2024-02-28 20:12:00,42.22248552056699,-7.749425959733447,0.05456559913862463
2,42.22273521756125,-7.749067031917315,2024-02-28 20:17:04.162172,False,2024-02-28 20:17:00,42.22221025176535,-7.749610618344339,0.07355979676554497
2,42.222144097869375,-7.748582315402096,2024-02-28 20:22:04.162172,False,2024-02-28 20:22:00,42.22240402106281,-7.749262192805244,0.06300455018250836
2,42.22218952816405,-7.7486005333007055,2024-02-28 20:27:04.162172,False,2024-02-28 20:27:00,42.22226495776842,-7.749401893586041,0.06651870138900756
2,42.2228882157374,-7.748769143889689,2024-02-28 20:32:04.162172,False,2024-02-28 20:32:00,42.2223800677268,-7.749197661467976,0.0666163696109643
2,42.2222316309542,-7.748546334156337,2024-02-28 20:37:04.162172,False,2024-02-28 20:37:00,42.22216303752231,-7.749072751825098,0.044013651565361404
2,42.22241824357706,-7.749465274930809,2024-02-28 20:42:04.162172,False,2024-02-28 20:42:00,42.22215941689944,-7.749233908793967,0.03451478499141607
2,42.22242770209599,-7.75006299647758,2024-02-28 20:47:04.162172,False,2024-02-28 20:47:00,42.22217229970407,-7.749183284651882,0.07780756492681001
2,42.22247175848663,-7.749179528129811,2024-02-28 20:52:04.162172,False,2024-02-28 20:52:00,42.22223924205559,-7.749215694329266,0.0260255992523031
2,42.222532833279125,-7.748960693375011,2024-02-28 20:57:04.162172,False,2024-02-28 20:57:00,42.22212183665446,-7.749502130170287,0.06384611183280343
2,42.222179190229525,-7.749376354817448,2024-02-28 21:02:04.162172,False,2024-02-28 21:02:00,42.222475154037454,-7.749251550773542,0.034476979487653686
2,42.22235207068518,-7.749162935149621,2024-02-28 21:07:04.162172,False,2024-02-28 21:07:00,42.22239421726034,-7.7496840520585515,0.043166288056729486
2,42.22244742639904,-7.749376440971241,2024-02-28 21:12:04.162172,False,2024-02-28 21:12:00,42.22216669356669,-7.7491983088961085,0.034490570811586595
2,42.21696508234034,-7.751432242761592,2024-02-28 21:17:04.162172,True,2024-02-28 21:17:00,42.22159235668172,-7.749728016137762,0.5333254440530878
2,42.22270842152311,-7.749686009996046,2024-02-28 21:22:04.162172,False,2024-02-28 21:22:00,42.222159173070764,-7.749382648745747,0.06598481644754682
2,42.22248632893747,-7.74894765369447,2024-02-28 21:27:04.162172,False,2024-02-28 21:27:00,42.22261200167207,-7.749330714937963,0.03449975175375244
2,42.22258009488845,-7.748699768728253,2024-02-28 21:32:04.162172,False,2024-02-28 21:32:00,42.222282428730544,-7.749186642186107,0.05198900526304679
2,42.22164698660971,-7.74895310330693,2024-02-28 21:37:04.162172,False,2024-02-28 21:37:00,42.22205111142729,-7.749305958694325,0.053512141033358905
2,42.22199414586764,-7.748886670077277,2024-02-28 21:42:04.162172,False,2024-02-28 21:42:00,42.22203981501715,-7.749474566356947,0.04867594033303134
2,42.22220310781512,-7.749018462041707,2024-02-28 21:47:04.162172,False,2024-02-28 21:47:00,42.222176782577975,-7.749131653692834,0.009769591324262307
2,42.22257026771896,-7.749456408102735,2024-02-28 21:52:04.162172,False,2024-02-28 21:52:00,42.22211366785537,-7.749307652918465,0.05222831295860431
2,42.22151935081169,-7.749679347534684,2024-02-28 21:57:04.162172,False,2024-02-28 21:57:00,42.222194750749885,-7.748987047276466,0.09428698258809455
2,42.22229836281024,-7.749475584126409,2024-02-28 22:02:04.162172,False,2024-02-28 22:02:00,42.22200418195008,-7.74914513652668,0.04254945934032082
2,42.22174204931854,-7.749324736259793,2024-02-28 22:07:04.162172,False,2024-02-28 22:07:00,42.221997046990616,-7.749310649475171,0.028378164864505336
2,42.22195042401549,-7.749121408277208,2024-02-28 22:12:04.162172,False,2024-02-28 22:12:00,42.22210394034992,-7.749449418049445,0.03195201172843903
2,42.22155433202488,-7.74963393888746,2024-02-28 22:17:04.162172,False,2024-02-28 22:17:00,42.22215312126112,-7.749284236532254,0.072542634904825
2,42.22229897854298,-7.749474403855333,2024-02-28 22:22:04.162172,False,2024-02-28 22:22:00,42.22239001578172,-7.749245386171834,0.02140351817928142
2,42.222528311826366,-7.74890118892375,2024-02-28 22:27:04.162172,False,2024-02-28 22:27:00,42.222269608469325,-7.749274686033546,0.04211185542356089
2,42.222466263921184,-7.750275421907669,2024-02-28 22:32:04.162172,False,2024-02-28 22:32:00,42.222107724577,-7.749193752494471,0.0975850810558033
2,42.222744920971486,-7.749330474378575,2024-02-28 22:37:04.162172,False,2024-02-28 22:37:00,42.222133059896315,-7.749066741680355,0.07141779446556547
2,42.22177433183262,-7.74905217704206,2024-02-28 22:42:04.162172,False,2024-02-28 22:42:00,42.22217716414065,-7.749134347159863,0.04530107669920527
