Numero_pendiente,latitude,longitude,fecha,id_parcela,fuera_del_recinto,distancia_en_Km,velocidad,tipo,pos_promedio_lat,pos_promedio_lon,distancia_a_promedio,vacas_alejadas,velocidad_media_30_anteriors
1705,42.17147857711837,-8.684300827333825,2024-04-05 17:15:25,2,False,0.05989078125251337,0.49908984377094473,caminando,42.17147857711837,-8.684300827333825,0.0,False,0.19148903522781144
1705,42.17177786996466,-8.684753228336001,2024-04-05 17:17:25,2,False,0.04997545642335697,0.41646213686130806,caminando,42.17177786996466,-8.684753228336001,0.0,False,0.3155934625419939
1705,42.17179695743682,-8.684779182197113,2024-04-05 17:19:25,2,False,0.0030132167287153077,0.025110139405960897,descansando,42.17179695743682,-8.684779182197113,0.0,False,0.31355404001273784
1705,42.17183487654699,-8.684804961305097,2024-04-05 17:21:25,2,False,0.004721387402587475,0.03934489502156229,pastando,42.17183487654699,-8.684804961305097,0.0,False,0.16030572376294375
1705,42.1718244225554,-8.684783182746047,2024-04-05 17:23:25,2,False,0.0021383362396320583,0.01781946866360049,descansando,42.1718244225554,-8.684783182746047,0.0,False,0.027424834363707892
1705,42.17181264887984,-8.684743388538605,2024-04-05 17:25:25,2,False,0.0035311159459093205,0.029425966215911002,descansando,42.17181264887984,-8.684743388538605,0.0,False,0.028863443300357932
1705,42.17181129409924,-8.684700218191319,2024-04-05 17:27:25,2,False,0.0035608756936394183,0.029673964113661817,descansando,42.17181129409924,-8.684700218191319,0.0,False,0.025639799664391102
1705,42.171784199100266,-8.684676853007629,2024-04-05 17:29:25,2,False,0.0035755853873827184,0.02979654489485599,descansando,42.171784199100266,-8.684676853007629,0.0,False,0.02963215840814294
1705,42.17174737190231,-8.684657217757373,2024-04-05 17:31:25,2,False,0.00440311454754844,0.03669262122957033,pastando,42.17174737190231,-8.684657217757373,0.0,False,0.03205437674602938
1705,42.171702527298095,-8.684663972756761,2024-04-05 17:33:25,2,False,0.0050174698318466585,0.04181224859872215,pastando,42.171702527298095,-8.684663972756761,0.0,False,0.03610047157438282
1705,42.17166142574632,-8.684681135845457,2024-04-05 17:35:25,2,False,0.004784149060563769,0.03986790883803141,pastando,42.17166142574632,-8.684681135845457,0.0,False,0.03945759288877463
1705,42.171673938741954,-8.684695645597705,2024-04-05 17:37:25,2,False,0.0018346061889853366,0.015288384908211139,descansando,42.171673938741954,-8.684695645597705,0.0,False,0.03232284744832156
1705,42.17113755460571,-8.68459030125562,2024-04-05 17:39:25,2,False,0.060271715095642026,0.5022642924636835,caminando,42.17113755460571,-8.68459030125562,0.0,False,0.18580686206997535
1705,42.171098050506544,-8.684578589389803,2024-04-05 17:41:25,2,False,0.004497445348184777,0.03747871123487314,pastando,42.171098050506544,-8.684578589389803,0.0,False,0.18501046286892261
1705,42.1710853321065,-8.684574069246946,2024-04-05 17:43:25,2,False,0.001462459314474154,0.012187160953951283,descansando,42.1710853321065,-8.684574069246946,0.0,False,0.183976721550836
1705,42.17110735851675,-8.68457533393599,2024-04-05 17:45:25,2,False,0.0024514416688400783,0.02042868057366732,descansando,42.17110735851675,-8.68457533393599,0.0,False,0.02336485092083058
1705,42.171083772644245,-8.684534177650024,2024-04-05 17:47:25,2,False,0.004287438469780804,0.03572865391484003,pastando,42.171083772644245,-8.684534177650024,0.0,False,0.022781498480819545
1705,42.17108309730085,-8.684580649200504,2024-04-05 17:49:25,2,False,0.003830521625175826,0.031921013543131885,descansando,42.17108309730085,-8.684580649200504,0.0,False,0.029359449343879743
1705,42.17105284576757,-8.684551502914394,2024-04-05 17:51:25,2,False,0.0041333770078571174,0.034444808398809305,pastando,42.17105284576757,-8.684551502914394,0.0,False,0.034031491952260406
1705,42.171068846821406,-8.684564807874052,2024-04-05 17:53:25,2,False,0.0020899642935820616,0.017416369113183845,descansando,42.171068846821406,-8.684564807874052,0.0,False,0.027927397018375006
1705,42.17111093922737,-8.68454056992938,2024-04-05 17:55:25,2,False,0.005088876266329429,0.042407302219411906,pastando,42.17111093922737,-8.68454056992938,0.0,False,0.03142282657713502
1705,42.17114553472211,-8.684507682380712,2024-04-05 17:57:25,2,False,0.004705737850494063,0.03921448208745052,pastando,42.17114553472211,-8.684507682380712,0.0,False,0.033012717806682086
1705,42.17112365546005,-8.684480400412442,2024-04-05 17:59:25,2,False,0.003312683180552826,0.027605693171273548,descansando,42.17112365546005,-8.684480400412442,0.0,False,0.03640915915937866
1705,42.17114317105687,-8.684474901204885,2024-04-05 18:01:25,2,False,0.002216853851087947,0.01847378209239956,descansando,42.17114317105687,-8.684474901204885,0.0,False,0.02843131911704121
1705,42.17115769757105,-8.68448620758419,2024-04-05 18:03:25,2,False,0.001864755807144809,0.01553963172620674,descansando,42.17115769757105,-8.68448620758419,0.0,False,0.020539702329959948
1705,42.171173374881015,-8.684463445344706,2024-04-05 18:05:25,2,False,0.0025608100218458443,0.021340083515382035,descansando,42.171173374881015,-8.684463445344706,0.0,False,0.018451165777996114
1705,42.17142856953837,-8.68494145723567,2024-04-05 18:07:25,2,False,0.04854960960894276,0.404580080074523,caminando,42.17142856953837,-8.68494145723567,0.0,False,0.1471532651053706
1705,42.171452003392886,-8.684904106997868,2024-04-05 18:09:25,2,False,0.004032903296007709,0.03360752746673091,pastando,42.171452003392886,-8.684904106997868,0.0,False,0.15317589701887865
1705,42.17146160288675,-8.684935316793887,2024-04-05 18:11:25,2,False,0.0027847264819819625,0.023206054016516355,descansando,42.17146160288675,-8.684935316793887,0.0,False,0.15379788718592344
1705,42.17149567857717,-8.68495387606039,2024-04-05 18:13:25,2,False,0.004086095899678856,0.03405079916399047,pastando,42.17149567857717,-8.68495387606039,0.0,False,0.030288126882412576
1705,42.171914751674805,-8.684606719539428,2024-04-05 18:15:25,2,False,0.054680385988934196,0.4556698832411183,caminando,42.171914751674805,-8.684606719539428,0.0,False,0.17097557880720837
1705,42.171927743235976,-8.6845969950939,2024-04-05 18:17:25,2,False,0.0016519957384240932,0.01376663115353411,descansando,42.171927743235976,-8.6845969950939,0.0,False,0.1678291045195476
1705,42.172247509077984,-8.684158609405827,2024-04-05 18:19:25,2,False,0.05068966947003969,0.42241391225033076,caminando,42.172247509077984,-8.684158609405827,0.0,False,0.29728347554832774
1705,42.17224813917409,-8.684182787981976,2024-04-05 18:21:25,2,False,0.001993785021046539,0.016614875175387827,descansando,42.17224813917409,-8.684182787981976,0.0,False,0.15093180619308424
1705,42.172271588256905,-8.684185754605565,2024-04-05 18:23:25,2,False,0.002618855489597439,0.02182379574664533,descansando,42.172271588256905,-8.684185754605565,0.0,False,0.15361752772412132
1705,42.17185109249707,-8.684531302958396,2024-04-05 18:25:25,2,False,0.05474612366295505,0.45621769719129207,caminando,42.17185109249707,-8.684531302958396,0.0,False,0.16488545603777507
1705,42.17167484756569,-8.684019552132252,2024-04-05 18:27:25,2,False,0.04650462622029902,0.3875385518358252,caminando,42.17167484756569,-8.684019552132252,0.0,False,0.2885266815912542
1705,42.17167540414317,-8.684010627051338,2024-04-05 18:29:25,2,False,0.0007381206561273805,0.0061510054677281715,descansando,42.17167540414317,-8.684010627051338,0.0,False,0.2833024181649485
1705,42.17168369169758,-8.683988336170042,2024-04-05 18:31:25,2,False,0.0020551918929016485,0.017126599107513737,descansando,42.17168369169758,-8.683988336170042,0.0,False,0.13693871880368905
1705,42.17184909292335,-8.683473159084976,2024-04-05 18:33:25,2,False,0.04626845448321565,0.38557045402679707,caminando,42.17184909292335,-8.683473159084976,0.0,False,0.13628268620067965
1705,42.171872839934885,-8.683482814281986,2024-04-05 18:35:25,2,False,0.002757826996458064,0.022981891637150535,descansando,42.171872839934885,-8.683482814281986,0.0,False,0.1418929815904871
1705,42.171857166035466,-8.68346980960096,2024-04-05 18:37:25,2,False,0.002046005771103825,0.017050048092531873,descansando,42.171857166035466,-8.68346980960096,0.0,False,0.14186746458549315
1705,42.17187220586935,-8.683481281608834,2024-04-05 18:39:25,2,False,0.0019210856748790581,0.01600904729065882,descansando,42.17187220586935,-8.683481281608834,0.0,False,0.01868032900678041
1705,42.17200353718192,-8.682956499749974,2024-04-05 18:41:25,2,False,0.0456464472641339,0.3803870605344492,caminando,42.17200353718192,-8.682956499749974,0.0,False,0.13781538530587997
1705,42.17205350306987,-8.682946941904992,2024-04-05 18:43:25,2,False,0.005611508746396436,0.04676257288663697,pastando,42.17205350306987,-8.682946941904992,0.0,False,0.14771956023724833
1705,42.17205571215613,-8.682925400248783,2024-04-05 18:45:25,2,False,0.0017921645724659754,0.014934704770549794,descansando,42.17205571215613,-8.682925400248783,0.0,False,0.14736144606387866
1705,42.17205670002848,-8.682915207567845,2024-04-05 18:47:25,2,False,0.000847132173272804,0.007059434777273366,descansando,42.17205670002848,-8.682915207567845,0.0,False,0.02291890414482004
1705,42.17205870835821,-8.682869322516753,2024-04-05 18:49:25,2,False,0.0037879813838406847,0.03156651153200571,descansando,42.17205870835821,-8.682869322516753,0.0,False,0.017853550359942957
1705,42.172068260653006,-8.682911177218315,2024-04-05 18:51:25,2,False,0.0036090900375678847,0.030075750313065704,descansando,42.172068260653006,-8.682911177218315,0.0,False,0.022900565540781594
1705,42.17208255207979,-8.682904276249637,2024-04-05 18:53:25,2,False,0.0016878323143104661,0.014065269285920551,descansando,42.17208255207979,-8.682904276249637,0.0,False,0.025235843710330653
1705,42.172062849336925,-8.682896868950099,2024-04-05 18:55:25,2,False,0.0022742987010538913,0.018952489175449096,descansando,42.172062849336925,-8.682896868950099,0.0,False,0.02103116959147845
1705,42.172061034739045,-8.682891252275121,2024-04-05 18:57:25,2,False,0.0005049378468240086,0.004207815390200071,descansando,42.172061034739045,-8.682891252275121,0.0,False,0.012408524617189906
1705,42.17202764097177,-8.682865732475666,2024-04-05 18:59:25,2,False,0.004267431722152844,0.03556193101794037,pastando,42.17202764097177,-8.682865732475666,0.0,False,0.01957407852786318
1705,42.17205023618181,-8.682831318204173,2024-04-05 19:01:25,2,False,0.0037889179941738545,0.03157431661811545,descansando,42.17205023618181,-8.682831318204173,0.0,False,0.0237813543420853
1705,42.172135974346894,-8.683365135330662,2024-04-05 19:03:25,2,False,0.04501309733561612,0.3751091444634677,caminando,42.172135974346894,-8.683365135330662,0.0,False,0.14741513069984116
1705,42.17212263375082,-8.683383669914981,2024-04-05 19:05:25,2,False,0.002129214676760661,0.017743455639672175,descansando,42.17212263375082,-8.683383669914981,0.0,False,0.14147563890708512
1705,42.17215028561739,-8.683346189514797,2024-04-05 19:07:25,2,False,0.004358269600359645,0.03631891333633038,pastando,42.17215028561739,-8.683346189514797,0.0,False,0.14305717114649008
1705,42.17216279684736,-8.683325757178208,2024-04-05 19:09:25,2,False,0.0021841877621936088,0.018201564684946738,descansando,42.17216279684736,-8.683325757178208,0.0,False,0.024087977886983098
1705,42.17217219922628,-8.683360945099077,2024-04-05 19:11:25,2,False,0.0030825497311912204,0.025687914426593503,descansando,42.17217219922628,-8.683360945099077,0.0,False,0.026736130815956872
1705,42.17162851355839,-8.683303596667711,2024-04-05 19:13:25,2,False,0.06063953919100466,0.5053294932583722,caminando,42.17162851355839,-8.683303596667711,0.0,False,0.18307299078997083
1705,42.17159322863903,-8.683325545595894,2024-04-05 19:15:25,2,False,0.004320386339799026,0.03600321949832521,pastando,42.17159322863903,-8.683325545595894,0.0,False,0.18900687572776362
1705,42.17161928635018,-8.683368358960653,2024-04-05 19:17:25,2,False,0.004565542837357533,0.03804619031131277,pastando,42.17161928635018,-8.683368358960653,0.0,False,0.19312630102267003
1705,42.17158466412165,-8.6833975906079,2024-04-05 19:19:25,2,False,0.0045414062971865475,0.037845052476554564,pastando,42.17158466412165,-8.6833975906079,0.0,False,0.037298154095397516
1705,42.17162235742726,-8.68341635276069,2024-04-05 19:21:25,2,False,0.004467412500699111,0.037228437505825926,pastando,42.17162235742726,-8.68341635276069,0.0,False,0.03770656009789775
1705,42.17212925680093,-8.683213919228224,2024-04-05 19:23:25,2,False,0.05878164979996143,0.4898470816663452,caminando,42.17212925680093,-8.683213919228224,0.0,False,0.18830685721624188
1705,42.17213645493796,-8.683199167002464,2024-04-05 19:25:25,2,False,0.001455553869739219,0.012129615581160158,descansando,42.17213645493796,-8.683199167002464,0.0,False,0.17973504491777711
1705,42.17206612432406,-8.68373525967829,2024-04-05 19:27:25,2,False,0.0448662607422582,0.373885506185485,caminando,42.17206612432406,-8.68373525967829,0.0,False,0.2919540678109968
1705,42.1715488548866,-8.683560003991388,2024-04-05 19:29:25,2,False,0.05930335128912285,0.4941945940760238,caminando,42.1715488548866,-8.683560003991388,0.0,False,0.29340323861422296
1705,42.17153456962966,-8.683552495767893,2024-04-05 19:31:25,2,False,0.0017047081003820526,0.014205900836517104,descansando,42.17153456962966,-8.683552495767893,0.0,False,0.294095333699342
1705,42.17120469710218,-8.68398358550188,2024-04-05 19:33:25,2,False,0.05106436195594345,0.42553634963286213,caminando,42.17120469710218,-8.68398358550188,0.0,False,0.31131228151513435
1705,42.17121551456498,-8.683953810027093,2024-04-05 19:35:25,2,False,0.0027327898222074764,0.022773248518395635,descansando,42.17121551456498,-8.683953810027093,0.0,False,0.15417183299592496
1705,42.171198096586416,-8.683958977487272,2024-04-05 19:37:25,2,False,0.001983056427279667,0.016525470227330558,descansando,42.171198096586416,-8.683958977487272,0.0,False,0.1549450227928628
1705,42.171229067071685,-8.684001016440163,2024-04-05 19:39:25,2,False,0.00488488716710803,0.04070739305923358,pastando,42.171229067071685,-8.684001016440163,0.0,False,0.02666870393498659
1705,42.17163343445406,-8.684364918674225,2024-04-05 19:41:25,2,False,0.054047175583437565,0.4503931298619797,caminando,42.17163343445406,-8.684364918674225,0.0,False,0.16920866438284796
1705,42.17217653623382,-8.684428347662045,2024-04-05 19:43:25,2,False,0.06061596648281033,0.5051330540234195,caminando,42.17217653623382,-8.684428347662045,0.0,False,0.33207785898154424
1705,42.172398160667576,-8.684922563822765,2024-04-05 19:45:25,2,False,0.04760351531831634,0.3966959609859695,caminando,42.172398160667576,-8.684922563822765,0.0,False,0.4507407149571229
1705,42.172543628130335,-8.68440156541896,2024-04-05 19:47:25,2,False,0.04588110192205321,0.3823425160171101,caminando,42.172543628130335,-8.68440156541896,0.0,False,0.428057177008833
1705,42.17258459396495,-8.684424898514886,2024-04-05 19:49:25,2,False,0.004944411449276445,0.04120342874397038,pastando,42.17258459396495,-8.684424898514886,0.0,False,0.27341396858235
1705,42.17259183268741,-8.684446145992704,2024-04-05 19:51:25,2,False,0.0019271362919357261,0.016059469099464384,descansando,42.17259183268741,-8.684446145992704,0.0,False,0.14653513795351494
1705,42.17260944046187,-8.684432536840989,2024-04-05 19:53:25,2,False,0.002256361206360029,0.01880301005300024,descansando,42.17260944046187,-8.684432536840989,0.0,False,0.025355302632145
1705,42.17257953881732,-8.684449737225826,2024-04-05 19:55:25,2,False,0.0036144524591334667,0.030120437159445557,descansando,42.17257953881732,-8.684449737225826,0.0,False,0.02166097210397006
1705,42.1725660975175,-8.684450124138902,2024-04-05 19:57:25,2,False,0.0014949444221139402,0.012457870184282833,descansando,42.1725660975175,-8.684450124138902,0.0,False,0.020460439132242877
1705,42.17209339835689,-8.684721733050766,2024-04-05 19:59:25,2,False,0.05712920754048134,0.47607672950401114,caminando,42.17209339835689,-8.684721733050766,0.0,False,0.17288501228257983
1705,42.17180789779712,-8.685182626442069,2024-04-05 20:01:25,2,False,0.04950233188651988,0.4125194323876657,caminando,42.17180789779712,-8.685182626442069,0.0,False,0.3003513440253199
1705,42.17176561014628,-8.685175542173015,2024-04-05 20:03:25,2,False,0.004738276817761139,0.03948564014800949,pastando,42.17176561014628,-8.685175542173015,0.0,False,0.30936060067989546
1705,42.17174678528605,-8.685175769627945,2024-04-05 20:05:25,2,False,0.0020933128791446043,0.0174442739928717,descansando,42.17174678528605,-8.685175769627945,0.0,False,0.15648311550951563
1705,42.171696595696034,-8.685187718601489,2024-04-05 20:07:25,2,False,0.005667037630403232,0.0472253135866936,pastando,42.171696595696034,-8.685187718601489,0.0,False,0.03471840924252493
1705,42.17180891967725,-8.684658748209367,2024-04-05 20:09:25,2,False,0.04534669226199393,0.37788910218328275,caminando,42.17180891967725,-8.684658748209367,0.0,False,0.1475195632542827
1705,42.17179121991372,-8.684688233669686,2024-04-05 20:11:25,2,False,0.0031269756467022796,0.02605813038918566,descansando,42.17179121991372,-8.684688233669686,0.0,False,0.15039084871972067
1705,42.17175052824429,-8.684697400955736,2024-04-05 20:13:25,2,False,0.00458734413782521,0.03822786781521008,pastando,42.17175052824429,-8.684697400955736,0.0,False,0.14739170012922617
1705,42.172263552592696,-8.684510647150372,2024-04-05 20:15:25,2,False,0.05908533986186068,0.49237783218217235,caminando,42.172263552592696,-8.684510647150372,0.0,False,0.18555461012885602
1705,42.172156762269886,-8.685040698368343,2024-04-05 20:17:25,2,False,0.045266729451503965,0.3772227454291997,caminando,42.172156762269886,-8.685040698368343,0.0,False,0.3026094818088607
1705,42.17215621002914,-8.684997179859835,2024-04-05 20:19:25,2,False,0.003586885970067556,0.029890716417229634,descansando,42.17215621002914,-8.684997179859835,0.0,False,0.2998304313428672
1705,42.17217671583455,-8.685035040245136,2024-04-05 20:21:25,2,False,0.0038644412763867587,0.03220367730322299,descansando,42.17217671583455,-8.685035040245136,0.0,False,0.14643904638321745
1705,42.17216106079562,-8.685012300938556,2024-04-05 20:23:25,2,False,0.002557718076038172,0.021314317300318096,descansando,42.17216106079562,-8.685012300938556,0.0,False,0.02780290367359024
1705,42.17161485438731,-8.684984773753408,2024-04-05 20:25:25,2,False,0.06077773253446493,0.5064811044538744,caminando,42.17161485438731,-8.684984773753408,0.0,False,0.18666636635247183
1705,42.17163911994562,-8.6849785634679,2024-04-05 20:27:25,2,False,0.002746316423296396,0.022885970194136636,descansando,42.17163911994562,-8.6849785634679,0.0,False,0.18356046398277637
1705,42.17165758898084,-8.685007653207771,2024-04-05 20:29:25,2,False,0.0031566757466902355,0.026305631222418628,descansando,42.17165758898084,-8.685007653207771,0.0,False,0.1852242352901432
1705,42.171684981013016,-8.68497793009618,2024-04-05 20:31:25,2,False,0.003908616772565001,0.032571806438041674,descansando,42.171684981013016,-8.68497793009618,0.0,False,0.027254469284865645
1705,42.17223184275245,-8.684974397220804,2024-04-05 20:33:25,2,False,0.060808947987628724,0.5067412332302393,caminando,42.17223184275245,-8.684974397220804,0.0,False,0.18853955696356653
1705,42.17222352351423,-8.684959037358801,2024-04-05 20:35:25,2,False,0.0015677985908297588,0.013064988256914658,descansando,42.17222352351423,-8.684959037358801,0.0,False,0.1841260093083986
1705,42.17221896661188,-8.684987108403083,2024-04-05 20:37:25,2,False,0.002368175705247634,0.019734797543730285,descansando,42.17221896661188,-8.684987108403083,0.0,False,0.17984700634362813
1705,42.17225346815256,-8.684959545304938,2024-04-05 20:39:25,2,False,0.004458421447188936,0.0371535120599078,pastando,42.17225346815256,-8.684959545304938,0.0,False,0.023317765953517578
1705,42.172440789821415,-8.684451840788658,2024-04-05 20:41:25,2,False,0.04673783810770342,0.38948198423086183,caminando,42.172440789821415,-8.684451840788658,0.0,False,0.1487900979448333
1705,42.17243204319778,-8.684479211464453,2024-04-05 20:43:25,2,False,0.002456354417746996,0.02046962014789163,descansando,42.17243204319778,-8.684479211464453,0.0,False,0.14903503881288707
1705,42.17243130526128,-8.684522038251934,2024-04-05 20:45:25,2,False,0.003530293947527864,0.029419116229398867,descansando,42.17243130526128,-8.684522038251934,0.0,False,0.1464569068693841
1705,42.17246354642896,-8.684552052660187,2024-04-05 20:47:25,2,False,0.004355536450039913,0.03629613708366594,pastando,42.17246354642896,-8.684552052660187,0.0,False,0.028728291153652146
1705,42.17208630851876,-8.68416094037675,2024-04-05 20:49:25,2,False,0.05290005399215719,0.44083378326797656,caminando,42.17208630851876,-8.68416094037675,0.0,False,0.1688496788603471
1705,42.172083977589104,-8.684134296844697,2024-04-05 20:51:25,2,False,0.002210940738524118,0.018424506154367647,descansando,42.172083977589104,-8.684134296844697,0.0,False,0.1651848088353367
1705,42.17208128416204,-8.68418134841284,2024-04-05 20:53:25,2,False,0.0038890734140313906,0.03240894511692825,descansando,42.17208128416204,-8.68418134841284,0.0,False,0.16388907817975748
1705,42.17210277723708,-8.684191834700176,2024-04-05 20:55:25,2,False,0.0025413621885599057,0.021178018237999214,descansando,42.17210277723708,-8.684191834700176,0.0,False,0.02400382316976504
1705,42.17210705400738,-8.68420870461871,2024-04-05 20:57:25,2,False,0.0014693368926405183,0.012244474105337654,descansando,42.17210705400738,-8.68420870461871,0.0,False,0.021943812486755043
1705,42.17209149850137,-8.684223066100522,2024-04-05 20:59:25,2,False,0.002095849283386546,0.017465410694887884,descansando,42.17209149850137,-8.684223066100522,0.0,False,0.01696263434607492
1705,42.172140522886544,-8.684207693583422,2024-04-05 21:01:25,2,False,0.005596532511175504,0.046637770926462534,pastando,42.172140522886544,-8.684207693583422,0.0,False,0.02544921857556269
1705,42.172122013869846,-8.684206793305991,2024-04-05 21:03:25,2,False,0.0020594455766000173,0.01716204647166681,descansando,42.172122013869846,-8.684206793305991,0.0,False,0.027088409364339077
1705,42.17214044180149,-8.684215814528597,2024-04-05 21:05:25,2,False,0.0021797894461364283,0.018164912051136902,descansando,42.17214044180149,-8.684215814528597,0.0,False,0.02732157648308875
1705,42.17260372483565,-8.684502954590505,2024-04-05 21:07:25,2,False,0.05668959780624402,0.4724133150520335,caminando,42.17260372483565,-8.684502954590505,0.0,False,0.16924675785827906
1705,42.172563253532125,-8.684496311249477,2024-04-05 21:09:25,2,False,0.004533382899194885,0.03777819082662404,pastando,42.172563253532125,-8.684496311249477,0.0,False,0.17611880597659815
1705,42.17257737152128,-8.68451640679645,2024-04-05 21:11:25,2,False,0.0022818787151833433,0.019015655959861197,descansando,42.17257737152128,-8.68451640679645,0.0,False,0.17640238727950627
1705,42.17257649232605,-8.684549894277703,2024-04-05 21:13:25,2,False,0.0027614160688410033,0.023011800573675027,descansando,42.17257649232605,-8.684549894277703,0.0,False,0.026601882453386756
1705,42.17258397721648,-8.684523145392273,2024-04-05 21:15:25,2,False,0.00235624701539963,0.019635391794996918,descansando,42.17258397721648,-8.684523145392273,0.0,False,0.020554282776177712
1705,42.17263181342442,-8.684513430689842,2024-04-05 21:17:25,2,False,0.005379054004852079,0.04482545004043399,pastando,42.17263181342442,-8.684513430689842,0.0,False,0.029157547469701978
1705,42.17261069129033,-8.684506035625636,2024-04-05 21:19:25,2,False,0.0024264513951708575,0.020220428293090478,descansando,42.17261069129033,-8.684506035625636,0.0,False,0.028227090042840464
1705,42.172582526886565,-8.684472717536492,2024-04-05 21:21:25,2,False,0.00416494798719571,0.03470789989329758,pastando,42.172582526886565,-8.684472717536492,0.0,False,0.033251259408940685
